Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/23/2024 1:12:56,2592911,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,,N/A,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,Jaguar are adverting there SUV where they got a photograph to take about the shape of the car and how it is beautiful it is. They also have a business owner talk about the complimentary scheduled maintained. ,Directly persuade consumers to purchase,4,4,How Jaguar makes a SUV,"Jaguar is advertising their SUV.

The screen shows a sleek Jaguar SUV in an elegant setting, emphasizing its shape and beauty. Additionally, a business owner appears on screen, possibly in a professional environment.

A voice-over describes the complimentary scheduled maintenance, and the business owner speaks about their positive experience with the vehicle.",N/A,2592911 MP4
5/25/2024 0:25:55,2592911,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,Yes,Julia Robbs,"It shows Julia Robb doing her job (photography), then you see her getting into a Jaguar. Then it shifts to Aaron Edwards, a businessman, getting out of his office and getting into a Jaguar. Then it shows the car driving on the road.","Increase awareness of product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",5,5,none,"1. Jaguar and they are just promoting their car doesn't mention a model
2. You see two working people and how they confidently interact with the car. 
3. Their is empowering music playing in the back ground and they show close up of the different parts of the car",no,2592911
5/27/2024 23:53:35,2592911,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Desire,Yes,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,N/A,the ad is using successful figures to advertise their car models. It is emphasizing how they can provide what these business people need from a car. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,4,N/A,the brand is Jaguar and there is a product being advertised. The setting takes place in a studio and on the street of SoHo. It shows a famous photographer and a business owner and how this car is fitting for them. There is dialogue and some car sound effects. ,N/A,2592911.mp4
5/19/2024 22:50:03,2595709,No,No,No,No,No,No,No,No,No,Yes,No,Yes,"Joy, Caring, Gratitude",No,Yes,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,n/a,You see this girl traveling all over the world and she engages with people from many cultures. You can notice how no matter where she goes there is always a Courtyard hotel which is what they're trying to advertise. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,n/a,Marriott is trying to advertise their Courtyard hotel. You can see this girl traveling all over the world and visiting many people. During the ad they subtly show the Courtyard logo so viewers are aware how many locations this hotel has. The narrator is presumably the woman's father encouraging and admiring her for all she's accomplished. The music is calming and bright which matches the narrators tone of voice.,no,2595709.mp4
5/24/2024 15:39:43,2595709,No,No,No,No,No,No,No,No,No,No,Yes,Yes,"Amusement, Joy, Caring, Pride, Curiosity",Yes,Yes,No,No,No,Yes,No,N/A,No,Yes,No,No,na,"In this ad, a woman is shown traveling the world and trying to find her own path. There is a voice over saying that she didnt listen to her father.",Increase awareness of product/brand,4,3,na,"The brand is courtyard. In the ad, we can see the lady traveling to different parts of the world examining different textured materials. The voice over is her father admiring her journey.",na,2595709.mp4
5/25/2024 0:15:20,2595709,No,No,No,No,No,No,No,No,No,No,Yes,Yes,"Amusement, Joy, Gratitude",No,No,Yes,No,Yes,Yes,No,N/A,Yes,Yes,No,No,None,A woman travels to various locations and seems to be experiencing different lifestyles and customs while also teaching the native people something but not exactly certain of what. She does stay at a Marriot hotel while staying at the location she is based in.,"Increase awareness of product/brand, Change how consumers feel about the product/brand",2,2,None,"The brand in this ad is Marriot and they are advertising their Courtyard by Marriot service. There are multiple settings in this ad, starting with a desert, a village, a Marriot hotel, a city, a clothing store, and a restaurant. All these locations are explored by a woman who seems to be travelling for work as the service is targeted toward on-the-road travelers. There is uplifting music with a voice-over of the woman's father being played for the entire ad.",Unsure of the country where the setting takes place in,2595709.mp4
5/23/2024 1:34:15,2597996,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy, Caring, Pride, Annoyance, Anxiety, Gratitude, Surprise",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Walgreen's is promoting there holidays supplies. The ad starts off with a couple getting ready for people to come for the holiday but when the guest arrive the pace is a mess and everything is messed up. Them it shows the couple driving go Walgreen to pick up holiday supplies which saves the day. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,4,Get in. Get out. get jolly,"Walgreens is advertising their holiday supplies.
The ad begins with a couple frantically preparing their home for holiday guests, showing a cluttered and chaotic setting. The scene then shifts to the couple driving to Walgreens, where they are seen selecting and purchasing various holiday supplies, followed by their home looking beautifully decorated and organized.
The ad features upbeat holiday music and sound effects of a bustling household. Dialogue includes the couple's frantic conversation and relief-filled remarks about finding everything they need at Walgreens, accompanied by a cheerful voice-over highlighting the convenience and variety of Walgreens' holiday supplies.",N/A,2597996 MP4
5/25/2024 0:32:21,2597996,No,No,No,No,No,No,No,No,No,No,Yes,No,,N/A,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,no,It shows a family during Christmas time and everything in their house is falling apart. Then their extended family comes and says surprise. Then the ad movies into promoting Walgreens and saying how it has everything you need for the holiday. ,"Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand",4,4,Get in. Get out. Get jolly. ,"- Walgreens and now
- It shows a messy Christmas house, and the family members look very distressed due to everything falling apart. It shows a tweet and # that Walgreens created for the holiday.
- The voiceover comes at the end to talk about Walgreens and how they have last-minute holiday supplies.",no,2597996
5/28/2024 1:23:51,2597996,No,No,No,No,No,No,No,No,No,No,Yes,Yes,"Amusement, Gratitude",Yes,Yes,No,Yes,Yes,Yes,No,N/A,Yes,No,Yes,No,N/A,The family is holding a christmas party at their place and it can hetic. The ad is emphasizing how Walgreens will always have their back with supplies when things goes wrong.,"Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,Get In. Get Out. Get Jolly.,"The brand is Walgreens and there is no product being advertised. We can see that there is a party being held at the family's house and there is a lot of troubles going on. Luckily, there is a nearby walgreens that has supplies that can help them manage the chaos. There is a voice over and Christmas music in the background.",N/A,2597996.mp4
5/25/2024 0:39:14,2612386,No,No,No,No,No,No,No,No,No,No,Yes,Yes,"Amusement, Joy, Desire",Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes, Tyler Perry,"It shows scenes from a famous show called ""Madea's Neighbors from Hell"" and talks about how Bet+ has this show and more like this","Increase awareness of product/brand, Directly persuade consumers to purchase",2,2,no,"1. Bet+ and no just that they are a streaming service
2. Different funny clips from ""Madea's Neighbors from Hell"". Then it shows at the end where you can buy Bet+
3. The music and dialogue are all funny comments mae my Tyler Perry in ""Madea's Neighbors from Hell"" ",none,2612386
5/28/2024 1:28:21,2612386,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,No,N/A,No,No,No,Yes,Tyler Perry,It demonstrates clips of Tyler Perry's staged plays. It then says it can be watched on Bet+.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Increase consumer loyalty to the product/brand",4,3,N/A,The brand is Bet+ and there is a product being advertised (however it is a little implicit because it is a streaming service). We can see multiple staged plays that starred Tyler Perry. Then there is text saying how they can be all watched with Bet+. There is no dialogue other than the dialogue from the plays. ,N/A,2612386.mp4
5/19/2024 23:02:37,2620437,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,N/A,Yes,No,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,n/a,You watch people complete their daily tasks due to the help of them taking the Emergen-C packet. You also see the berries that they use to produce the packet along with mentioning the vitamins included.,"Increase awareness of product/brand, Directly persuade consumers to purchase",4,3,Emerge Your Best with Emergen C,Emergen-C is advertising their brand. The ad used the logo shape to make effects with the video. Based on the movement the outline of the screen changes. The music is very lively and energetic which matches the activities the people in the ad are doing. During the pause of the music they enhance the sound effects of the packet ripping and the woman drinking the vitamins.,no,2620437.mp4
5/23/2024 21:36:50,2620437,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy, Caring, Pride, Desire, Gratitude",Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,"Emergen-C is adverting there supplements that provide B vitamins, Electrolytes, and Vitamin C. The advertisement starts with a biker on a trail then it goes into other people perfecting there crafts and the narrator talking about the benefits. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,Emerge your best,"Emergen-C is advertising their supplements that provide B vitamins, electrolytes, and Vitamin C.

The advertisement starts with a biker on a trail, then transitions to other individuals perfecting their crafts, with text and graphics highlighting the benefits of the supplements.

A narrator describes the benefits of the supplements, accompanied by upbeat music and sounds related to the various activities shown.",N/A,2620437 MP4
5/28/2024 1:32:29,2620437,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Desire,No,Yes,No,Yes,No,No,No,N/A,Yes,Yes,No,No,N/A,It showed multiple career people and how they all are working hard. It then shows them drinking and consuming Emergen-C to demonstrate how this supplements supports their actions. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,3,N/A,"The brand is Emergen-C and there is a product being advertised. You can see people from diverse careers (sports person, cook, etc) and there is a nice visual border surrounding each individual. We can see them taking in the supplement. There is upbeat music and voiceover for the ad. ",N/A,2620437.mp4
5/25/2024 0:22:11,2650588,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,"Amusement, Joy",No,No,No,No,No,No,No,N/A,Yes,Yes,No,No,None,"Yamaha boat owners are shown utilizing their models on the water. Some of these uses include cruising, fishing, and harpooning. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",3,2,"""The key to reliability""","The brand in this ad is Yamaha and they are advertising their sales event on their boats. The ad shows multiple boats being used on water with white and blue text describing the sales event. There are people on the boats performing different activities like cruising, fishing, and harpooning. A voice-over can be heard with rock music playing the in the background.",None,2650588.mp4
5/25/2024 10:21:59,2650588,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Desire,No,Yes,No,No,Yes,No,No,N/A,No,No,No,No,n/a,The ad advertises Yamaha outboards sales event and the different deals. It shows people having a good boating experience with Yamaha,Directly persuade consumers to purchase,3,3,n/a,"Yamaha presents its Key to Reliability sales event. The ad voiceover uses plays on words with ""key"" while showing people having a good boating experience on the water with Yamaha. It also explains the incentives for this sale. The ad plays adventurous music in the background.",n/a,2650588 MP4
5/26/2024 14:04:15,2650588,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Amusement,No,No,No,No,No,No,No,N/A,No,No,No,No,N/A,There were different  people on different kinds of Yamaha outboard motors . They were on the water and are seen relaxing and having a great time.,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Reliability starts here.,"The brand is Yamaha and the product is the Outboard. The setting is on the water as we see people driving their outboards. The deal includes one's choice between five years of Yamaha warranty protection or up to $1 ,500 in Yamaha dealer credit.",N/A,2650588.mp4
5/21/2024 0:12:01,2652509,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,,N/A,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,John Cena,You can see an old man stranded out into the desert with a messed up truck. He's disappointed because he can't get a new one. When he tries the Boost promo his credit score increases which allows him to get a new truck.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,3,Where you take control,Expedia is advertising their services. The ad is set in a desert and a Western man is stranded in this desert with his beat up truck. Then we see John Cena riding on a herd of cows to offer the man a better credit score offer. All the cows keep mooing Boost because that's the promo code.,no,2652509.mp4
